"CurrentApplication","Date"
"mstsc","07-04-2017 12:54:55"
"mstsc","07-04-2017 12:54:56"
"mstsc","07-04-2017 12:54:57"
"mstsc","07-04-2017 12:54:58"
"mstsc","07-04-2017 12:54:59"
"mstsc","07-04-2017 12:55:00"
"mstsc","07-04-2017 12:55:01"
"mstsc","07-04-2017 12:55:03"
"mstsc","07-04-2017 12:55:04"
"mstsc","07-04-2017 12:55:05"
"mstsc","07-04-2017 12:55:06"
"mstsc","07-04-2017 12:55:07"
"mstsc","07-04-2017 12:55:08"
"mstsc","07-04-2017 12:55:09"
"mstsc","07-04-2017 12:55:10"
"mstsc","07-04-2017 12:55:11"
"mstsc","07-04-2017 12:55:12"
"mstsc","07-04-2017 12:55:13"
"mstsc","07-04-2017 12:55:14"
"mstsc","07-04-2017 12:55:15"
"mstsc","07-04-2017 12:55:16"
"mstsc","07-04-2017 12:55:18"
"mstsc","07-04-2017 12:55:19"
"mstsc","07-04-2017 12:55:20"
"mstsc","07-04-2017 12:55:21"
"mstsc","07-04-2017 12:55:22"
"mstsc","07-04-2017 12:55:23"
"mstsc","07-04-2017 12:55:24"
"mstsc","07-04-2017 12:55:25"
"mstsc","07-04-2017 12:55:26"
"mstsc","07-04-2017 12:55:27"
"mstsc","07-04-2017 12:55:28"
"mstsc","07-04-2017 12:55:29"
"mstsc","07-04-2017 12:55:30"
"mstsc","07-04-2017 12:55:31"
"mstsc","07-04-2017 12:55:32"
"mstsc","07-04-2017 12:55:33"
"mstsc","07-04-2017 12:55:34"
"mstsc","07-04-2017 12:55:35"
"mstsc","07-04-2017 12:55:36"
"mstsc","07-04-2017 12:55:37"
"mstsc","07-04-2017 12:55:38"
"mstsc","07-04-2017 12:55:39"
"mstsc","07-04-2017 12:55:41"
"mstsc","07-04-2017 12:55:42"
"mstsc","07-04-2017 12:55:43"
"mstsc","07-04-2017 12:55:44"
"mstsc","07-04-2017 12:55:45"
"mstsc","07-04-2017 12:55:46"
"mstsc","07-04-2017 12:55:47"
"mstsc","07-04-2017 12:55:48"
"mstsc","07-04-2017 12:55:49"
"mstsc","07-04-2017 12:55:50"
"mstsc","07-04-2017 12:55:51"
"mstsc","07-04-2017 12:55:52"
"mstsc","07-04-2017 12:55:53"
"mstsc","07-04-2017 12:55:54"
"mstsc","07-04-2017 12:55:55"
"mstsc","07-04-2017 12:55:56"
"mstsc","07-04-2017 12:55:57"
"mstsc","07-04-2017 12:55:58"
"mstsc","07-04-2017 12:55:59"
"mstsc","07-04-2017 12:56:00"
"mstsc","07-04-2017 12:56:01"
"mstsc","07-04-2017 12:56:02"
"mstsc","07-04-2017 12:56:04"
"mstsc","07-04-2017 12:56:05"
"mstsc","07-04-2017 12:56:06"
"mstsc","07-04-2017 12:56:07"
"mstsc","07-04-2017 12:56:08"
"mstsc","07-04-2017 12:56:09"
"mstsc","07-04-2017 12:56:10"
"mstsc","07-04-2017 12:56:11"
"mstsc","07-04-2017 12:56:12"
"mstsc","07-04-2017 12:56:13"
"mstsc","07-04-2017 12:56:14"
"mstsc","07-04-2017 12:56:15"
"mstsc","07-04-2017 12:56:16"
"mstsc","07-04-2017 12:56:17"
"mstsc","07-04-2017 12:56:18"
"mstsc","07-04-2017 12:56:19"
"mstsc","07-04-2017 12:56:20"
"mstsc","07-04-2017 12:56:21"
"mstsc","07-04-2017 12:56:22"
"mstsc","07-04-2017 12:56:23"
"mstsc","07-04-2017 12:56:25"
"mstsc","07-04-2017 12:56:26"
"mstsc","07-04-2017 12:56:27"
"mstsc","07-04-2017 12:56:28"
"mstsc","07-04-2017 12:56:29"
"mstsc","07-04-2017 12:56:30"
"mstsc","07-04-2017 12:56:31"
"mstsc","07-04-2017 12:56:32"
"mstsc","07-04-2017 12:56:33"
"mstsc","07-04-2017 12:56:34"
"mstsc","07-04-2017 12:56:36"
"mstsc","07-04-2017 12:56:37"
"mstsc","07-04-2017 12:56:38"
"mstsc","07-04-2017 12:56:39"
"mstsc","07-04-2017 12:56:40"
"mstsc","07-04-2017 12:56:41"
"mstsc","07-04-2017 12:56:42"
"mstsc","07-04-2017 12:56:43"
"mstsc","07-04-2017 12:56:44"
"mstsc","07-04-2017 12:56:45"
"mstsc","07-04-2017 12:56:47"
"mstsc","07-04-2017 12:56:48"
"mstsc","07-04-2017 12:56:49"
"mstsc","07-04-2017 12:56:50"
"mstsc","07-04-2017 12:56:51"
"mstsc","07-04-2017 12:56:52"
"mstsc","07-04-2017 12:56:53"
"mstsc","07-04-2017 12:56:54"
"mstsc","07-04-2017 12:56:55"
"mstsc","07-04-2017 12:56:57"
"mstsc","07-04-2017 12:56:58"
"mstsc","07-04-2017 12:56:59"
"mstsc","07-04-2017 12:57:00"
"mstsc","07-04-2017 12:57:01"
"mstsc","07-04-2017 12:57:02"
"mstsc","07-04-2017 12:57:03"
"mstsc","07-04-2017 12:57:04"
"mstsc","07-04-2017 12:57:05"
"mstsc","07-04-2017 12:57:06"
"mstsc","07-04-2017 12:57:07"
"mstsc","07-04-2017 12:57:08"
"mstsc","07-04-2017 12:57:09"
"mstsc","07-04-2017 12:57:10"
"mstsc","07-04-2017 12:57:11"
"mstsc","07-04-2017 12:57:13"
"mstsc","07-04-2017 12:57:14"
"mstsc","07-04-2017 12:57:15"
"mstsc","07-04-2017 12:57:16"
"mstsc","07-04-2017 12:57:17"
"mstsc","07-04-2017 12:57:18"
"mstsc","07-04-2017 12:57:19"
"mstsc","07-04-2017 12:57:20"
"mstsc","07-04-2017 12:57:21"
"mstsc","07-04-2017 12:57:22"
"mstsc","07-04-2017 12:57:23"
"mstsc","07-04-2017 12:57:24"
"mstsc","07-04-2017 12:57:25"
"mstsc","07-04-2017 12:57:26"
"mstsc","07-04-2017 12:57:27"
"mstsc","07-04-2017 12:57:28"
"mstsc","07-04-2017 12:57:30"
"mstsc","07-04-2017 12:57:31"
"mstsc","07-04-2017 12:57:32"
"mstsc","07-04-2017 12:57:33"
"mstsc","07-04-2017 12:57:34"
"mstsc","07-04-2017 12:57:35"
"mstsc","07-04-2017 12:57:36"
"mstsc","07-04-2017 12:57:37"
"mstsc","07-04-2017 12:57:38"
"mstsc","07-04-2017 12:57:39"
"mstsc","07-04-2017 12:57:41"
"mstsc","07-04-2017 12:57:42"
"mstsc","07-04-2017 12:57:43"
"mstsc","07-04-2017 12:57:44"
"mstsc","07-04-2017 12:57:45"
"mstsc","07-04-2017 12:57:46"
"mstsc","07-04-2017 12:57:47"
"mstsc","07-04-2017 12:57:48"
"mstsc","07-04-2017 12:57:49"
"mstsc","07-04-2017 12:57:50"
"mstsc","07-04-2017 12:57:51"
"mstsc","07-04-2017 12:57:52"
"mstsc","07-04-2017 12:57:53"
"mstsc","07-04-2017 12:57:54"
"mstsc","07-04-2017 12:57:55"
"mstsc","07-04-2017 12:57:56"
"mstsc","07-04-2017 12:57:57"
"mstsc","07-04-2017 12:57:58"
"mstsc","07-04-2017 12:57:59"
"mstsc","07-04-2017 12:58:00"
"mstsc","07-04-2017 12:58:01"
"mstsc","07-04-2017 12:58:02"
"mstsc","07-04-2017 12:58:04"
"mstsc","07-04-2017 12:58:05"
"mstsc","07-04-2017 12:58:06"
"mstsc","07-04-2017 12:58:07"
"mstsc","07-04-2017 12:58:08"
"mstsc","07-04-2017 12:58:09"
"mstsc","07-04-2017 12:58:10"
"mstsc","07-04-2017 12:58:11"
"mstsc","07-04-2017 12:58:12"
"mstsc","07-04-2017 12:58:13"
"mstsc","07-04-2017 12:58:14"
"mstsc","07-04-2017 12:58:15"
"mstsc","07-04-2017 12:58:16"
"mstsc","07-04-2017 12:58:17"
"mstsc","07-04-2017 12:58:18"
"mstsc","07-04-2017 12:58:19"
"mstsc","07-04-2017 12:58:20"
"mstsc","07-04-2017 12:58:21"
"mstsc","07-04-2017 12:58:22"
"mstsc","07-04-2017 12:58:23"
"mstsc","07-04-2017 12:58:24"
"mstsc","07-04-2017 12:58:25"
"mstsc","07-04-2017 12:58:26"
"mstsc","07-04-2017 12:58:28"
"mstsc","07-04-2017 12:58:29"
"mstsc","07-04-2017 12:58:30"
"mstsc","07-04-2017 12:58:31"
"mstsc","07-04-2017 12:58:32"
"mstsc","07-04-2017 12:58:33"
"mstsc","07-04-2017 12:58:34"
"mstsc","07-04-2017 12:58:35"
"mstsc","07-04-2017 12:58:36"
"mstsc","07-04-2017 12:58:37"
"mstsc","07-04-2017 12:58:38"
"mstsc","07-04-2017 12:58:40"
"mstsc","07-04-2017 12:58:41"
"mstsc","07-04-2017 12:58:42"
"mstsc","07-04-2017 12:58:43"
"mstsc","07-04-2017 12:58:44"
"mstsc","07-04-2017 12:58:45"
"mstsc","07-04-2017 12:58:46"
"mstsc","07-04-2017 12:58:47"
"mstsc","07-04-2017 12:58:48"
"mstsc","07-04-2017 12:58:49"
"mstsc","07-04-2017 12:58:50"
"mstsc","07-04-2017 12:58:51"
"mstsc","07-04-2017 12:58:52"
"mstsc","07-04-2017 12:58:53"
"mstsc","07-04-2017 12:58:54"
"mstsc","07-04-2017 12:58:55"
"mstsc","07-04-2017 12:58:57"
"mstsc","07-04-2017 12:58:58"
"mstsc","07-04-2017 12:58:59"
"mstsc","07-04-2017 12:59:00"
"mstsc","07-04-2017 12:59:01"
"mstsc","07-04-2017 12:59:02"
"mstsc","07-04-2017 12:59:03"
"mstsc","07-04-2017 12:59:04"
"mstsc","07-04-2017 12:59:05"
"mstsc","07-04-2017 12:59:06"
"mstsc","07-04-2017 12:59:07"
"mstsc","07-04-2017 12:59:08"
"mstsc","07-04-2017 12:59:09"
"mstsc","07-04-2017 12:59:11"
"mstsc","07-04-2017 12:59:12"
"mstsc","07-04-2017 12:59:13"
"mstsc","07-04-2017 12:59:14"
"mstsc","07-04-2017 12:59:15"
"mstsc","07-04-2017 12:59:16"
"mstsc","07-04-2017 12:59:17"
"mstsc","07-04-2017 12:59:18"
"mstsc","07-04-2017 12:59:19"
"mstsc","07-04-2017 12:59:20"
"mstsc","07-04-2017 12:59:21"
"mstsc","07-04-2017 12:59:22"
"mstsc","07-04-2017 12:59:23"
"mstsc","07-04-2017 12:59:24"
"mstsc","07-04-2017 12:59:25"
"mstsc","07-04-2017 12:59:26"
"mstsc","07-04-2017 12:59:27"
"mstsc","07-04-2017 12:59:28"
"mstsc","07-04-2017 12:59:29"
"mstsc","07-04-2017 12:59:30"
"mstsc","07-04-2017 12:59:32"
"mstsc","07-04-2017 12:59:33"
"mstsc","07-04-2017 12:59:34"
"mstsc","07-04-2017 12:59:35"
"mstsc","07-04-2017 12:59:36"
"mstsc","07-04-2017 12:59:37"
"mstsc","07-04-2017 12:59:38"
"mstsc","07-04-2017 12:59:39"
"mstsc","07-04-2017 12:59:40"
"mstsc","07-04-2017 12:59:41"
"mstsc","07-04-2017 12:59:42"
"mstsc","07-04-2017 12:59:43"
"mstsc","07-04-2017 12:59:44"
"mstsc","07-04-2017 12:59:45"
"mstsc","07-04-2017 12:59:46"
"mstsc","07-04-2017 12:59:47"
"mstsc","07-04-2017 12:59:48"
"mstsc","07-04-2017 12:59:49"
"mstsc","07-04-2017 12:59:50"
"mstsc","07-04-2017 12:59:51"
"mstsc","07-04-2017 12:59:52"
"mstsc","07-04-2017 12:59:54"
"mstsc","07-04-2017 12:59:55"
"mstsc","07-04-2017 12:59:56"
"mstsc","07-04-2017 12:59:57"
"mstsc","07-04-2017 12:59:58"
"mstsc","07-04-2017 12:59:59"
"mstsc","07-04-2017 13:00:00"
"mstsc","07-04-2017 13:00:01"
"mstsc","07-04-2017 13:00:02"
"mstsc","07-04-2017 13:00:03"
"mstsc","07-04-2017 13:00:04"
"mstsc","07-04-2017 13:00:06"
"mstsc","07-04-2017 13:00:07"
"mstsc","07-04-2017 13:00:08"
"mstsc","07-04-2017 13:00:09"
"mstsc","07-04-2017 13:00:10"
"mstsc","07-04-2017 13:00:11"
"mstsc","07-04-2017 13:00:12"
"mstsc","07-04-2017 13:00:13"
"mstsc","07-04-2017 13:00:14"
"mstsc","07-04-2017 13:00:15"
"mstsc","07-04-2017 13:00:16"
"mstsc","07-04-2017 13:00:17"
"mstsc","07-04-2017 13:00:18"
"mstsc","07-04-2017 13:00:19"
"mstsc","07-04-2017 13:00:20"
"mstsc","07-04-2017 13:00:21"
"mstsc","07-04-2017 13:00:23"
"mstsc","07-04-2017 13:00:24"
"mstsc","07-04-2017 13:00:25"
"mstsc","07-04-2017 13:00:26"
"mstsc","07-04-2017 13:00:27"
"mstsc","07-04-2017 13:00:28"
"mstsc","07-04-2017 13:00:29"
"mstsc","07-04-2017 13:00:30"
"mstsc","07-04-2017 13:00:31"
"mstsc","07-04-2017 13:00:33"
"mstsc","07-04-2017 13:00:34"
"mstsc","07-04-2017 13:00:35"
"mstsc","07-04-2017 13:00:36"
"mstsc","07-04-2017 13:00:37"
"mstsc","07-04-2017 13:00:38"
"mstsc","07-04-2017 13:00:39"
"mstsc","07-04-2017 13:00:40"
"mstsc","07-04-2017 13:00:41"
"mstsc","07-04-2017 13:00:42"
"mstsc","07-04-2017 13:00:43"
"mstsc","07-04-2017 13:00:45"
"mstsc","07-04-2017 13:00:46"
"mstsc","07-04-2017 13:00:47"
"mstsc","07-04-2017 13:00:48"
"mstsc","07-04-2017 13:00:49"
"mstsc","07-04-2017 13:00:50"
"mstsc","07-04-2017 13:00:51"
"mstsc","07-04-2017 13:00:52"
"mstsc","07-04-2017 13:00:53"
"mstsc","07-04-2017 13:00:55"
"mstsc","07-04-2017 13:00:56"
"mstsc","07-04-2017 13:00:57"
"mstsc","07-04-2017 13:00:58"
"mstsc","07-04-2017 13:00:59"
"mstsc","07-04-2017 13:01:00"
"mstsc","07-04-2017 13:01:01"
"mstsc","07-04-2017 13:01:02"
"mstsc","07-04-2017 13:01:03"
"mstsc","07-04-2017 13:01:04"
"mstsc","07-04-2017 13:01:05"
"mstsc","07-04-2017 13:01:07"
"mstsc","07-04-2017 13:01:08"
"mstsc","07-04-2017 13:01:09"
"mstsc","07-04-2017 13:01:10"
"mstsc","07-04-2017 13:01:11"
"mstsc","07-04-2017 13:01:12"
"mstsc","07-04-2017 13:01:13"
"mstsc","07-04-2017 13:01:14"
"mstsc","07-04-2017 13:01:15"
"mstsc","07-04-2017 13:01:16"
"mstsc","07-04-2017 13:01:17"
"mstsc","07-04-2017 13:01:18"
"mstsc","07-04-2017 13:01:19"
"mstsc","07-04-2017 13:01:20"
"mstsc","07-04-2017 13:01:21"
"mstsc","07-04-2017 13:01:22"
"mstsc","07-04-2017 13:01:24"
"mstsc","07-04-2017 13:01:25"
"mstsc","07-04-2017 13:01:26"
"mstsc","07-04-2017 13:01:27"
"mstsc","07-04-2017 13:01:28"
"mstsc","07-04-2017 13:01:29"
"mstsc","07-04-2017 13:01:30"
"mstsc","07-04-2017 13:01:31"
"mstsc","07-04-2017 13:01:32"
"mstsc","07-04-2017 13:01:33"
"mstsc","07-04-2017 13:01:35"
"mstsc","07-04-2017 13:01:36"
"mstsc","07-04-2017 13:01:37"
"mstsc","07-04-2017 13:01:38"
"mstsc","07-04-2017 13:01:39"
"mstsc","07-04-2017 13:01:40"
"mstsc","07-04-2017 13:01:41"
"mstsc","07-04-2017 13:01:42"
"mstsc","07-04-2017 13:01:43"
"mstsc","07-04-2017 13:01:45"
"mstsc","07-04-2017 13:01:46"
"mstsc","07-04-2017 13:01:47"
"mstsc","07-04-2017 13:01:48"
"mstsc","07-04-2017 13:01:49"
"mstsc","07-04-2017 13:01:50"
"mstsc","07-04-2017 13:01:51"
"mstsc","07-04-2017 13:01:52"
"mstsc","07-04-2017 13:01:53"
"mstsc","07-04-2017 13:01:55"
"mstsc","07-04-2017 13:01:56"
"mstsc","07-04-2017 13:01:57"
"mstsc","07-04-2017 13:01:58"
"mstsc","07-04-2017 13:01:59"
"mstsc","07-04-2017 13:02:00"
"mstsc","07-04-2017 13:02:01"
"mstsc","07-04-2017 13:02:02"
"mstsc","07-04-2017 13:02:04"
"mstsc","07-04-2017 13:02:05"
"mstsc","07-04-2017 13:02:06"
"mstsc","07-04-2017 13:02:07"
"mstsc","07-04-2017 13:02:08"
"mstsc","07-04-2017 13:02:09"
"mstsc","07-04-2017 13:02:10"
"mstsc","07-04-2017 13:02:11"
"mstsc","07-04-2017 13:02:12"
"mstsc","07-04-2017 13:02:13"
"mstsc","07-04-2017 13:02:15"
"mstsc","07-04-2017 13:02:16"
"mstsc","07-04-2017 13:02:17"
"mstsc","07-04-2017 13:02:18"
"mstsc","07-04-2017 13:02:19"
"mstsc","07-04-2017 13:02:20"
"mstsc","07-04-2017 13:02:21"
"mstsc","07-04-2017 13:02:22"
"mstsc","07-04-2017 13:02:23"
"mstsc","07-04-2017 13:02:24"
"mstsc","07-04-2017 13:02:25"
"mstsc","07-04-2017 13:02:26"
"mstsc","07-04-2017 13:02:27"
"mstsc","07-04-2017 13:02:28"
"mstsc","07-04-2017 13:02:29"
"mstsc","07-04-2017 13:02:30"
"mstsc","07-04-2017 13:02:31"
"mstsc","07-04-2017 13:02:32"
"mstsc","07-04-2017 13:02:33"
"mstsc","07-04-2017 13:02:34"
"mstsc","07-04-2017 13:02:35"
"mstsc","07-04-2017 13:02:37"
"mstsc","07-04-2017 13:02:38"
"mstsc","07-04-2017 13:02:39"
"mstsc","07-04-2017 13:02:40"
"mstsc","07-04-2017 13:02:41"
"mstsc","07-04-2017 13:02:42"
"mstsc","07-04-2017 13:02:43"
"mstsc","07-04-2017 13:02:44"
"mstsc","07-04-2017 13:02:45"
"mstsc","07-04-2017 13:02:46"
"mstsc","07-04-2017 13:02:47"
"mstsc","07-04-2017 13:02:48"
"mstsc","07-04-2017 13:02:49"
"mstsc","07-04-2017 13:02:50"
"mstsc","07-04-2017 13:02:51"
"mstsc","07-04-2017 13:02:52"
"mstsc","07-04-2017 13:02:53"
"mstsc","07-04-2017 13:02:54"
"mstsc","07-04-2017 13:02:55"
"mstsc","07-04-2017 13:02:56"
"mstsc","07-04-2017 13:02:58"
"mstsc","07-04-2017 13:02:59"
"mstsc","07-04-2017 13:03:00"
"mstsc","07-04-2017 13:03:01"
"mstsc","07-04-2017 13:03:02"
"mstsc","07-04-2017 13:03:03"
"mstsc","07-04-2017 13:03:04"
"mstsc","07-04-2017 13:03:05"
"mstsc","07-04-2017 13:03:06"
"mstsc","07-04-2017 13:03:07"
"mstsc","07-04-2017 13:03:08"
"mstsc","07-04-2017 13:03:09"
"mstsc","07-04-2017 13:03:10"
"mstsc","07-04-2017 13:03:11"
"mstsc","07-04-2017 13:03:12"
"mstsc","07-04-2017 13:03:13"
"mstsc","07-04-2017 13:03:14"
"mstsc","07-04-2017 13:03:15"
"mstsc","07-04-2017 13:03:16"
"mstsc","07-04-2017 13:03:17"
"mstsc","07-04-2017 13:03:18"
"mstsc","07-04-2017 13:03:19"
"mstsc","07-04-2017 13:03:20"
"mstsc","07-04-2017 13:03:22"
"mstsc","07-04-2017 13:03:23"
"mstsc","07-04-2017 13:03:24"
"mstsc","07-04-2017 13:03:25"
"mstsc","07-04-2017 13:03:26"
"mstsc","07-04-2017 13:03:27"
"mstsc","07-04-2017 13:03:28"
"mstsc","07-04-2017 13:03:29"
"mstsc","07-04-2017 13:03:30"
"mstsc","07-04-2017 13:03:31"
"mstsc","07-04-2017 13:03:32"
"mstsc","07-04-2017 13:03:33"
"mstsc","07-04-2017 13:03:34"
"mstsc","07-04-2017 13:03:35"
"mstsc","07-04-2017 13:03:36"
"mstsc","07-04-2017 13:03:38"
"mstsc","07-04-2017 13:03:39"
"mstsc","07-04-2017 13:03:40"
"mstsc","07-04-2017 13:03:41"
"mstsc","07-04-2017 13:03:42"
"mstsc","07-04-2017 13:03:43"
"mstsc","07-04-2017 13:03:44"
"mstsc","07-04-2017 13:03:45"
"mstsc","07-04-2017 13:03:46"
"mstsc","07-04-2017 13:03:47"
"mstsc","07-04-2017 13:03:48"
"mstsc","07-04-2017 13:03:49"
"mstsc","07-04-2017 13:03:50"
"mstsc","07-04-2017 13:03:51"
"mstsc","07-04-2017 13:03:52"
"mstsc","07-04-2017 13:03:53"
"mstsc","07-04-2017 13:03:54"
"mstsc","07-04-2017 13:03:55"
"mstsc","07-04-2017 13:03:56"
"mstsc","07-04-2017 13:03:57"
"mstsc","07-04-2017 13:03:59"
"mstsc","07-04-2017 13:04:00"
"mstsc","07-04-2017 13:04:01"
"mstsc","07-04-2017 13:04:02"
"mstsc","07-04-2017 13:04:03"
"mstsc","07-04-2017 13:04:04"
"mstsc","07-04-2017 13:04:05"
"mstsc","07-04-2017 13:04:06"
"mstsc","07-04-2017 13:04:07"
"mstsc","07-04-2017 13:04:08"
"mstsc","07-04-2017 13:04:09"
"mstsc","07-04-2017 13:04:10"
"mstsc","07-04-2017 13:04:11"
"mstsc","07-04-2017 13:04:12"
"mstsc","07-04-2017 13:04:13"
"mstsc","07-04-2017 13:04:14"
"mstsc","07-04-2017 13:04:15"
"mstsc","07-04-2017 13:04:16"
"mstsc","07-04-2017 13:04:17"
"mstsc","07-04-2017 13:04:18"
"mstsc","07-04-2017 13:04:19"
"mstsc","07-04-2017 13:04:21"
"mstsc","07-04-2017 13:04:22"
"mstsc","07-04-2017 13:04:23"
"mstsc","07-04-2017 13:04:24"
"mstsc","07-04-2017 13:04:25"
"mstsc","07-04-2017 13:04:26"
"mstsc","07-04-2017 13:04:27"
"mstsc","07-04-2017 13:04:28"
"mstsc","07-04-2017 13:04:29"
"mstsc","07-04-2017 13:04:30"
"mstsc","07-04-2017 13:04:31"
"mstsc","07-04-2017 13:04:32"
"mstsc","07-04-2017 13:04:33"
"mstsc","07-04-2017 13:04:34"
"mstsc","07-04-2017 13:04:35"
"mstsc","07-04-2017 13:04:36"
"mstsc","07-04-2017 13:04:37"
"mstsc","07-04-2017 13:04:38"
"mstsc","07-04-2017 13:04:40"
"mstsc","07-04-2017 13:04:41"
"mstsc","07-04-2017 13:04:42"
"mstsc","07-04-2017 13:04:43"
"mstsc","07-04-2017 13:04:44"
"mstsc","07-04-2017 13:04:45"
"mstsc","07-04-2017 13:04:46"
"mstsc","07-04-2017 13:04:47"
"mstsc","07-04-2017 13:04:48"
"mstsc","07-04-2017 13:04:49"
"mstsc","07-04-2017 13:04:50"
"mstsc","07-04-2017 13:04:51"
"mstsc","07-04-2017 13:04:52"
"mstsc","07-04-2017 13:04:53"
"mstsc","07-04-2017 13:04:54"
"mstsc","07-04-2017 13:04:56"
"mstsc","07-04-2017 13:04:57"
"mstsc","07-04-2017 13:04:58"
"mstsc","07-04-2017 13:04:59"
"mstsc","07-04-2017 13:05:00"
"mstsc","07-04-2017 13:05:01"
"mstsc","07-04-2017 13:05:02"
"mstsc","07-04-2017 13:05:03"
"mstsc","07-04-2017 13:05:04"
"mstsc","07-04-2017 13:05:05"
"mstsc","07-04-2017 13:05:06"
"mstsc","07-04-2017 13:05:07"
"mstsc","07-04-2017 13:05:08"
"mstsc","07-04-2017 13:05:09"
"mstsc","07-04-2017 13:05:10"
"mstsc","07-04-2017 13:05:11"
"mstsc","07-04-2017 13:05:12"
"mstsc","07-04-2017 13:05:13"
"mstsc","07-04-2017 13:05:14"
"mstsc","07-04-2017 13:05:16"
"mstsc","07-04-2017 13:05:17"
"mstsc","07-04-2017 13:05:18"
"mstsc","07-04-2017 13:05:19"
"mstsc","07-04-2017 13:05:20"
"mstsc","07-04-2017 13:05:21"
"mstsc","07-04-2017 13:05:22"
"mstsc","07-04-2017 13:05:23"
"mstsc","07-04-2017 13:05:24"
"mstsc","07-04-2017 13:05:25"
"mstsc","07-04-2017 13:05:26"
"mstsc","07-04-2017 13:05:27"
"mstsc","07-04-2017 13:05:28"
"mstsc","07-04-2017 13:05:29"
"mstsc","07-04-2017 13:05:30"
"mstsc","07-04-2017 13:05:31"
"mstsc","07-04-2017 13:05:32"
"mstsc","07-04-2017 13:05:34"
"mstsc","07-04-2017 13:05:35"
"mstsc","07-04-2017 13:05:36"
"mstsc","07-04-2017 13:05:37"
"mstsc","07-04-2017 13:05:38"
"mstsc","07-04-2017 13:05:39"
"mstsc","07-04-2017 13:05:40"
"mstsc","07-04-2017 13:05:41"
"mstsc","07-04-2017 13:05:42"
"mstsc","07-04-2017 13:05:43"
"mstsc","07-04-2017 13:05:44"
"mstsc","07-04-2017 13:05:45"
"mstsc","07-04-2017 13:05:46"
"mstsc","07-04-2017 13:05:47"
"mstsc","07-04-2017 13:05:48"
"mstsc","07-04-2017 13:05:49"
"mstsc","07-04-2017 13:05:50"
"mstsc","07-04-2017 13:05:51"
"mstsc","07-04-2017 13:05:52"
"mstsc","07-04-2017 13:05:53"
"mstsc","07-04-2017 13:05:55"
"mstsc","07-04-2017 13:05:56"
"mstsc","07-04-2017 13:05:57"
"mstsc","07-04-2017 13:05:58"
"mstsc","07-04-2017 13:05:59"
"mstsc","07-04-2017 13:06:00"
"mstsc","07-04-2017 13:06:01"
"mstsc","07-04-2017 13:06:02"
"mstsc","07-04-2017 13:06:03"
"mstsc","07-04-2017 13:06:04"
"mstsc","07-04-2017 13:06:05"
"mstsc","07-04-2017 13:06:06"
"mstsc","07-04-2017 13:06:07"
"mstsc","07-04-2017 13:06:08"
"mstsc","07-04-2017 13:06:09"
"mstsc","07-04-2017 13:06:10"
"mstsc","07-04-2017 13:06:11"
"mstsc","07-04-2017 13:06:12"
"mstsc","07-04-2017 13:06:13"
"mstsc","07-04-2017 13:06:14"
"mstsc","07-04-2017 13:06:15"
"mstsc","07-04-2017 13:06:17"
"mstsc","07-04-2017 13:06:18"
"mstsc","07-04-2017 13:06:19"
"mstsc","07-04-2017 13:06:20"
"mstsc","07-04-2017 13:06:21"
"mstsc","07-04-2017 13:06:22"
"mstsc","07-04-2017 13:06:23"
"mstsc","07-04-2017 13:06:24"
"mstsc","07-04-2017 13:06:25"
"mstsc","07-04-2017 13:06:26"
"mstsc","07-04-2017 13:06:27"
"mstsc","07-04-2017 13:06:28"
"mstsc","07-04-2017 13:06:29"
"mstsc","07-04-2017 13:06:30"
"mstsc","07-04-2017 13:06:31"
"mstsc","07-04-2017 13:06:32"
"mstsc","07-04-2017 13:06:33"
"mstsc","07-04-2017 13:06:34"
"mstsc","07-04-2017 13:06:35"
"mstsc","07-04-2017 13:06:36"
"mstsc","07-04-2017 13:06:37"
"mstsc","07-04-2017 13:06:39"
"mstsc","07-04-2017 13:06:40"
"mstsc","07-04-2017 13:06:41"
"mstsc","07-04-2017 13:06:42"
"mstsc","07-04-2017 13:06:43"
"mstsc","07-04-2017 13:06:44"
"mstsc","07-04-2017 13:06:45"
"mstsc","07-04-2017 13:06:46"
"mstsc","07-04-2017 13:06:47"
"mstsc","07-04-2017 13:06:48"
"mstsc","07-04-2017 13:06:49"
"mstsc","07-04-2017 13:06:50"
"mstsc","07-04-2017 13:06:51"
"mstsc","07-04-2017 13:06:52"
"mstsc","07-04-2017 13:06:53"
"mstsc","07-04-2017 13:06:54"
"mstsc","07-04-2017 13:06:55"
"mstsc","07-04-2017 13:06:56"
"mstsc","07-04-2017 13:06:57"
"mstsc","07-04-2017 13:06:58"
"mstsc","07-04-2017 13:06:59"
"mstsc","07-04-2017 13:07:01"
"mstsc","07-04-2017 13:07:02"
"mstsc","07-04-2017 13:07:03"
"mstsc","07-04-2017 13:07:04"
"mstsc","07-04-2017 13:07:05"
"mstsc","07-04-2017 13:07:06"
"mstsc","07-04-2017 13:07:07"
"mstsc","07-04-2017 13:07:08"
"mstsc","07-04-2017 13:07:09"
"mstsc","07-04-2017 13:07:10"
"mstsc","07-04-2017 13:07:11"
"mstsc","07-04-2017 13:07:12"
"mstsc","07-04-2017 13:07:13"
"mstsc","07-04-2017 13:07:14"
"mstsc","07-04-2017 13:07:15"
"mstsc","07-04-2017 13:07:16"
"mstsc","07-04-2017 13:07:17"
